Competition,Match,Date,Start Time,Innings,Over,Ball,Innings Ball,Batter,Batter ID,Bowler,Bowler ID,Runs,Extra Runs,Bowler Extra Runs,Extra,Penalty Runs,Runs Awarded To,Penalty,Ball Outcome,Line,Length,Shot,Feet,Secondary Feet,Connection,Delivery,Speed,Appeal Type,On-Field Decision,Referral Decision,Wicket,Dismissed Batter,FieldX,FieldY,ArrivalX,ArrivalY,Events,User Events,Around the Wicket,Keeper Up,Fielder1,Fielder1 Events,Fielder1 Position,Fielder2,Fielder2 Events,Fielder2 Position,Fielder3,Fielder3 Events,Fielder3 Position,Fielder4,Fielder4 Events,Fielder4 Position,Batting Hand,Bowler Type,Timestamp,Runs Saved or Lost,Toss Won By,Toss Decision,Ground End,Non-Striker,Non-Striker ID,Team Runs,Team Wickets,Batting Position,Power Play,Day,Session,Pitch Number,Umpire,Result,Winning Team,Losing Team,Batting Team,Bowling Team,Venue,North Boundary,South Boundary,East Boundary,West Boundary,User,Analysis Key Moment,Video Key Moment,Breaks,Temperature C,Humidity,Pressure hPa,Legal Ball,Actual Ball,Free Hit,Partnership Number,Cumulative Batter Balls,Cumulative Batter Runs,Bowling Spell,Bowling Over In Spell,Batter Coming In Over,Run Rate At Start,Run Rate After,Req Run Rate At Start,Req Run Rate After,PitchX,PitchY,ReleaseX,ReleaseY,ReleaseZ,BounceSpeed,StumpSpeed,DropSpeed,ImpactX,ImpactY,ImpactZ,LandingX,LandingY,Deviation,SwingAngle,DropAngle,BounceAngle,ReleaseAngle,ReleaseAccelerationY,ReleaseAccelerationZ,PastX,PastY,PastZ,Speed Radar,Speed External,Analyst Pitch Length,Analyst Pitch Line,External PitchX,External PitchY,Analyst Arrival Line,Analyst Arrival Height,Ball Type,Ball Colour,Pitchside Fielder 1 X,Pitchside Fielder 1 Y,Pitchside Fielder 2 X,Pitchside Fielder 2 Y,Pitchside Fielder 3 X,Pitchside Fielder 3 Y,Pitchside Fielder 4 X,Pitchside Fielder 4 Y,Pitchside Fielder 5 X,Pitchside Fielder 5 Y,Pitchside Fielder 6 X,Pitchside Fielder 6 Y,Pitchside Fielder 7 X,Pitchside Fielder 7 Y,Pitchside Fielder 8 X,Pitchside Fielder 8 Y,Pitchside Fielder 9 X,Pitchside Fielder 9 Y
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,4,3,20,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,KJ Wolfe,fc122ee5-a9b0-4a45-a7bc-fc577c0b0650,1,0,0,,,,,,Off,Length,Off Side Drive,Front Foot,,Middled,Out Swinger,,,,,,,34,194,-63.7295918367347,69.15924081632653,,,No,No,FM Trussler,"Ground Field ",Deep Cover,,,,,,,,,,RHB,RM,20250529 14:26:58.06,0,Middlesex Women,Bowl,Pavilion,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,15,1,1,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,2,No,2,11,7,1,2,1,4.42,4.50,0.00,0.00,6.010,-0.295,,,,,,,,,,,,,,,,,,,,,,,,6.010,-0.295,,,-0.554170363797693,0.6013847027506655,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,4,4,21,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,KJ Wolfe,fc122ee5-a9b0-4a45-a7bc-fc577c0b0650,0,1,1,No Ball,,,,,Line,Full,On Side Drive,Front Foot,,Middled,No Movement,,,,,,,207,206,-5.933673469387713,1.3006402332361802,,,No,No,SM Horley,Throw at Stumps - Miss,Mid Wicket,,,,,,,,,,RHB,RM,20250529 14:27:15.727,0,Middlesex Women,Bowl,Pavilion,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,16,1,3,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,No,3,No,2,4,4,1,2,2,4.50,4.80,0.00,0.00,3.292,-0.163,,,,,,,,,,,,,,,,,,,,,,,,3.292,-0.163,,,-0.05159716060337142,0.011309915071618958,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,4,5,21,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,KJ Wolfe,fc122ee5-a9b0-4a45-a7bc-fc577c0b0650,2,0,0,,,,,,Off,Length,Scoop,Moves Infront,,Middled,No Movement,,,,,,,227,44,-47.474489795918316,36.587112536443186,"In Air,Free Hit",,No,No,S Pearson,"Ground Field ",Long Leg,,,,,,,,,,RHB,RM,20250529 14:28:04.6,0,Middlesex Women,Bowl,Pavilion,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,18,1,3,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,3,Yes,2,5,6,1,2,2,4.80,5.14,0.00,0.00,5.569,-0.339,,,,,,,,,,,,,,,,,,,,,,,,5.569,-0.339,,,-0.4128216503992897,0.31814880466472334,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,4,6,22,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,KJ Wolfe,fc122ee5-a9b0-4a45-a7bc-fc577c0b0650,1,0,0,,,,,,Off,Length,Off Side Drive,Front Foot,,Middled,Out Swinger,,,,,,,124,208,-90.82142857142844,59.6590367346939,,,No,No,FM Trussler,Ground Field Error,Cover,,,,,,,,,,RHB,RM,20250529 14:28:37.313,0,Middlesex Women,Bowl,Pavilion,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,19,1,3,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,4,No,2,6,7,1,2,2,5.14,5.18,0.00,0.00,6.066,-0.324,,,,,,,,,,,,,,,,,,,,,,,,6.066,-0.324,,,-0.78975155279503,0.5187742324755992,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,4,7,23,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,KJ Wolfe,fc122ee5-a9b0-4a45-a7bc-fc577c0b0650,1,0,0,,,,,,Off,Length,Off Side Drive,Front Foot,,Middled,Out Swinger,,,,,,,110,176,-33.025510204081456,52.873176676384816,,,No,No,GKS Gole,Throw at Stumps - Miss,Cover,,,,,,,,,,RHB,RM,20250529 14:29:08.34,0,Middlesex Women,Bowl,Pavilion,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,20,1,1,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,5,No,2,12,8,1,2,1,5.18,5.22,0.00,0.00,5.790,-0.361,,,,,,,,,,,,,,,,,,,,,,,,5.790,-0.361,,,-0.2871783496007083,0.45976675370769404,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,4,8,24,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,KJ Wolfe,fc122ee5-a9b0-4a45-a7bc-fc577c0b0650,4,0,0,,,,,,Off,Full,Off Side Drive,Front Foot,,Outside Edge,Out Swinger,,,,,,,77,26,-85.40306122448965,58.301864723032054,Edge,,No,No,,,,,,,,,,,,,RHB,RM,20250529 14:30:11.917,0,Middlesex Women,Bowl,Pavilion,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,24,1,3,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,6,No,2,7,11,1,2,2,5.22,6.00,0.00,0.00,4.161,-0.463,,,,,,,,,,,,,,,,,,,,,,,,4.161,-0.463,,,-0.7426353149955621,0.5069727367220178,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,5,1,25,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,GKS Gole,a92fdccb-307c-4612-9c54-5c590feccd58,2,0,0,,,,,,Leg Wide,Full Toss,Flick,Front Foot,,Middled,In Swinger,,,,,,,312,109,35.60714285714289,33.872768513119496,,,No,No,KJ Wolfe,Runs Saved,Deep Backward Square Leg,,,,,,,,,,RHB,RM,20250529 14:30:48.2,0,Middlesex Women,Bowl,Nursery,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,26,1,1,1,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,1,No,2,13,10,1,3,1,6.00,6.24,0.00,0.00,0.414,0.426,,,,,,,,,,,,,,,,,,,,,,,,0.414,0.426,,,0.3096273291925469,0.29454581315756084,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,5,2,26,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,GKS Gole,a92fdccb-307c-4612-9c54-5c590feccd58,0,0,0,,,,,,Off,Full,Off Side Drive,Front Foot,,Middled,In Swinger,,,,,,,158,187,-33.025510204081456,36.587112536443186,,,No,No,GKS Gole,"Ground Field ",Bowler,,,,,,,,,,RHB,RM,20250529 14:31:17.69,0,Middlesex Women,Bowl,Nursery,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,26,1,1,1,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,2,No,2,14,10,1,3,1,6.24,6.00,0.00,0.00,3.195,-0.361,,,,,,,,,,,,,,,,,,,,,,,,3.195,-0.361,,,-0.2871783496007083,0.31814880466472334,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,5,3,27,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,GKS Gole,a92fdccb-307c-4612-9c54-5c590feccd58,0,0,0,,,,,,Off,Full Toss,Off Side Drive,Front Foot,,Middled,In Swinger,,,,,,,138,180,-38.44387755102025,39.30145655976679,,,No,No,SM Horley,"Ground Field ",Cover,,,,,,,,,,RHB,RM,20250529 14:31:31.287,0,Middlesex Women,Bowl,Nursery,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,26,1,1,1,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,3,No,2,15,10,1,3,1,6.00,5.78,0.00,0.00,0.478,-0.361,,,,,,,,,,,,,,,,,,,,,,,,0.478,-0.361,,,-0.3342945874001761,0.3417517961718851,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,5,4,28,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,GKS Gole,a92fdccb-307c-4612-9c54-5c590feccd58,4,0,0,,,,,,Line,Full Toss,Pull,Down the Track,,Middled,In Swinger,,,,,,,280,33,-14.964285714285552,66.44489679300293,,,No,No,,,,,,,,,,,,,RHB,RM,20250529 14:32:32.48,0,Middlesex Women,Bowl,Nursery,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,30,1,1,1,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,4,No,2,16,14,1,3,1,5.78,6.43,0.00,0.00,0.446,-0.244,,,,,,,,,,,,,,,,,,,,,,,,0.446,-0.244,,,-0.13012422360248305,0.5777817112435037,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,5,5,29,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,GKS Gole,a92fdccb-307c-4612-9c54-5c590feccd58,2,0,0,,,,,,Off,Full,Off Side Drive,Front Foot,,Middled,In Swinger,,,,,,,46,219,-54.69897959183663,40.65862857142855,,,No,No,FM Trussler,Ground Field Error,Cover,ND Dattani,"Ground Field ",,,,,,,,RHB,RM,20250529 14:32:32.567,0,Middlesex Women,Bowl,Nursery,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,32,1,1,1,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,5,No,2,17,16,1,3,1,6.43,6.62,0.00,0.00,2.422,-0.383,,,,,,,,,,,,,,,,,,,,,,,,2.422,-0.383,,,-0.4756433007985794,0.35355329192546564,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,5,6,30,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,GKS Gole,a92fdccb-307c-4612-9c54-5c590feccd58,4,0,0,,,,,,Off,Full,Off Side Drive,Down the Track,,Outside Edge,No Movement,,,,,,,42,20,-61.92346938775495,36.587112536443186,Edge,,No,No,,,,,,,,,,,,,RHB,RM,20250529 14:33:41.917,0,Middlesex Women,Bowl,Nursery,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,36,1,1,1,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,6,No,2,18,20,1,3,1,6.62,7.20,0.00,0.00,3.871,-0.397,,,,,,,,,,,,,,,,,,,,,,,,3.871,-0.397,,,-0.5384649511978691,0.31814880466472334,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,6,1,31,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,SM Horley,f5a3bce0-e909-44f1-bc01-89b357d2108f,0,0,0,,,,,,Off,Full,Off Side Drive,Down the Track,,Missed,No Turn,,,,,,,178,146,-54.69897959183663,33.872768513119496,"Keeper Up,Play and Miss",,No,Yes,PN Sproul,Stumping Chance - Easy,Wicketkeeper,,,,,,,,,,RHB,ROB,20250529 14:34:08.083,0,Middlesex Women,Bowl,Pavilion,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,36,1,3,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,1,No,2,8,11,1,1,2,7.20,6.97,0.00,0.00,2.961,-0.411,,,,,,,,,,,,,,,,,,,,,,,,2.961,-0.411,,,-0.4756433007985794,0.29454581315756084,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,6,2,32,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,SM Horley,f5a3bce0-e909-44f1-bc01-89b357d2108f,0,0,0,,,,,,Off,Length,On Side Drive,Back Foot,,Middled,Turn In,,,,,,,200,183,-20.382653061224346,63.73055276967929,Keeper Up,,No,Yes,R Pindoria,"Ground Field ",Mid On,,,,,,,,,,RHB,ROB,20250529 14:34:42.69,0,Middlesex Women,Bowl,Pavilion,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,36,1,3,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,2,No,2,9,11,1,1,2,6.97,6.75,0.00,0.00,4.229,-0.324,,,,,,,,,,,,,,,,,,,,,,,,4.229,-0.324,,,-0.17724046140195082,0.5541787197363417,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,6,3,33,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,SM Horley,f5a3bce0-e909-44f1-bc01-89b357d2108f,0,0,0,,,,,,Off,Length,Off Side Drive,Down the Track,,Middled,No Turn,,,,,,,177,191,-25.80102040816314,33.872768513119496,Keeper Up,,No,Yes,SM Horley,"Ground Field ",Bowler,,,,,,,,,,RHB,ROB,20250529 14:34:55.27,0,Middlesex Women,Bowl,Pavilion,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,36,1,3,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,3,No,2,10,11,1,1,2,6.75,6.55,0.00,0.00,4.505,-0.354,,,,,,,,,,,,,,,,,,,,,,,,4.505,-0.354,,,-0.2243566992014186,0.29454581315756084,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,6,4,34,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,SM Horley,f5a3bce0-e909-44f1-bc01-89b357d2108f,1,0,0,,,,,,Off,Full,Off Side Drive,Down the Track,,Middled,No Turn,,,,,,,133,208,-36.63775510204073,24.372564431486865,Keeper Up,,No,Yes,HR Davis,"Ground Field ",Mid Off,,,,,,,,,,RHB,ROB,20250529 14:35:11.457,0,Middlesex Women,Bowl,Pavilion,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,37,1,3,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,4,No,2,11,12,1,1,2,6.55,6.53,0.00,0.00,2.987,-0.332,,,,,,,,,,,,,,,,,,,,,,,,2.987,-0.332,,,-0.31858917480035415,0.21193534288249447,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,6,5,35,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,SM Horley,f5a3bce0-e909-44f1-bc01-89b357d2108f,4,0,0,,,,,,Off,Length,Slog,Front Foot,,Middled,No Turn,,,,,,,310,318,-36.63775510204073,43.37297259475221,"In Air,Poor Shot Execution,Keeper Up,Catch Chance / Drop Short",,No,Yes,GV Irving,Ground Field Error,Mid On,,,,,,,,,,RHB,ROB,20250529 14:36:06.893,0,Middlesex Women,Bowl,Pavilion,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,41,1,1,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,5,No,2,19,24,1,1,1,6.53,7.03,0.00,0.00,4.202,-0.339,,,,,,,,,,,,,,,,,,,,,,,,4.202,-0.339,,,-0.31858917480035415,0.3771562834326279,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,6,6,36,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,SM Horley,f5a3bce0-e909-44f1-bc01-89b357d2108f,1,0,0,,,,,,Off,Length,Slog,Front Foot,,Middled,No Turn,,,,,,,291,292,-23.994897959183618,28.444080466472315,"In Air,Poor Shot Execution,Keeper Up",,No,Yes,FM Trussler,"Ground Field ",Long On,,,,,,,,,,RHB,ROB,20250529 14:36:06.997,0,Middlesex Women,Bowl,Pavilion,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,42,1,1,1,1,1,,R Chandaria,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,6,No,2,20,25,1,1,1,7.03,7.00,0.00,0.00,4.422,-0.324,,,,,,,,,,,,,,,,,,,,,,,,4.422,-0.324,,,-0.20865128660159668,0.24733983014323752,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,7,1,37,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,HR Davis,43c95698-cbdb-4425-ad31-5dbcf4f2297a,1,0,0,,,,,,Line,Length,Off Side Drive,Back Foot,,Middled,No Turn,,,,,,,117,166,1.290816326530603,70.51641282798832,Keeper Up,,No,Yes,ND Dattani,Runs Saved,Cover,,,,,,,,,,RHB,RLB,20250529 14:37:16.683,0,Middlesex Women,Bowl,Nursery,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,43,1,1,,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,1,No,2,21,26,1,1,1,7.00,6.97,0.00,0.00,4.643,-0.185,,,,,,,,,,,,,,,,,,,,,,,,4.643,-0.185,,,0.011224489795918287,0.6131861985042463,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,7,2,38,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,HR Davis,43c95698-cbdb-4425-ad31-5dbcf4f2297a,0,0,0,,,,,,Leg,Length,On Side Drive,Back Foot,,Hit Pad,Turn Away,,,,,,,168,182,4.903061224489875,59.6590367346939,"Appeal,Play and Miss",,No,No,,,,,,,,,,,,,RHB,RLB,20250529 14:37:39.623,0,Middlesex Women,Bowl,Nursery,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,43,1,3,,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,2,No,2,12,12,1,1,2,6.97,6.79,0.00,0.00,4.671,0.027,,,,,,,,,,,,,,,,,,,,,,,,4.671,0.027,,,0.04263531499556413,0.5187742324755992,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,7,3,39,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,HR Davis,43c95698-cbdb-4425-ad31-5dbcf4f2297a,4,0,0,,,,,,Line,Full Toss,Sweep,Front Foot,,Middled,No Turn,,,,,,,323,98,-25.80102040816314,82.73096093294461,Keeper Up,,No,Yes,,,,,,,,,,,,,RHB,RLB,20250529 14:38:35.51,0,Middlesex Women,Bowl,Nursery,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,47,1,3,,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,3,No,2,13,16,1,1,2,6.79,7.23,0.00,0.00,0.317,-0.222,,,,,,,,,,,,,,,,,,,,,,,,0.317,-0.222,,,-0.2243566992014186,0.7193996602864748,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,7,4,40,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,HR Davis,43c95698-cbdb-4425-ad31-5dbcf4f2297a,0,1,1,Wide,,,,,Leg Wide,Length,Sweep,Front Foot,,Missed,No Turn,,,,,,,174,147,33.80102040816337,56.944692711370266,"Keeper Up,Play and Miss",,No,Yes,PN Sproul,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,RLB,20250529 14:38:35.637,0,Middlesex Women,Bowl,Nursery,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,48,1,3,,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,No,4,No,2,13,16,1,1,2,7.23,7.38,0.00,0.00,4.395,0.390,,,,,,,,,,,,,,,,,,,,,,,,4.395,0.390,,,0.29392191659272493,0.49517124096843707,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,7,5,40,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,HR Davis,43c95698-cbdb-4425-ad31-5dbcf4f2297a,0,0,0,,,,,,Leg,Full,Sweep,Front Foot,,Mis-timed,No Turn,,,,,,,204,116,33.80102040816337,35.22994052478134,Keeper Up,,No,Yes,S Pearson,"Ground Field ",Short Fine leg,,,,,,,,,,RHB,RLB,20250529 14:39:04.477,0,Middlesex Women,Bowl,Nursery,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,48,1,3,,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,4,No,2,14,16,1,1,2,7.38,7.20,0.00,0.00,2.504,0.107,,,,,,,,,,,,,,,,,,,,,,,,2.504,0.107,,,0.29392191659272493,0.3063473089111421,Kookaburra,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Middlesex Women v Sussex Sharks Women,29/05/2025,14:15 UTC+1,1,7,6,41,NH Harman,e307dd19-2dad-47de-b135-e57e1c93eeb3,HR Davis,43c95698-cbdb-4425-ad31-5dbcf4f2297a,1,0,0,,,,,,Leg,Length,Flick,Back Foot,,Middled,No Turn,,,,,,,263,105,19.352040816326507,54.23034868804666,Keeper Up,,No,Yes,S Pearson,"Ground Field ",Short Fine leg,,,,,,,,,,RHB,RLB,20250529 14:39:19.413,0,Middlesex Women,Bowl,Nursery,IV Collis,0044502c-480a-40c0-9131-67a4ed373548,49,1,3,,1,1,,J Jarvis,Middlesex Women won by 8 wickets,Middlesex Women,Sussex Sharks Women,Sussex Sharks Women,Middlesex Women,Lord's Cricket Ground,,,,,don.shelley,,,,,,,Yes,5,No,2,15,17,1,1,2,7.20,7.17,0.00,0.00,4.395,0.049,,,,,,,,,,,,,,,,,,,,,,,,4.395,0.049,,,0.16827861579414355,0.4715682494612753,Kookaburra,White,,,,,,,,,,,,,,,,,,
